week,location,average_price
09/07/2016,Coimbatore,97.13(72.88)
09/07/2016,Tea Serve,84.41(59.77)
02/07/2016,Kolkata,168.49(155.47)
02/07/2016,Guwahati,154.87(153.59)
02/07/2016,Siliguri,111.33(126.32)
02/07/2016,Jalpaiguri,NS(NS)
02/07/2016,mjunction,
02/07/2016,Cochin,114.66(87.90)
02/07/2016,Coonoor,96.19(68.27)
02/07/2016,Coimbatore,98.93(72.40)
02/07/2016,Tea Serve,84.60(60.85)
25/06/2016,Kolkata,163.93(163.57)
25/06/2016,Guwahati,152.88(153.20)
25/06/2016,Siliguri,118.13(127.75)
25/06/2016,Jalpaiguri,NS(NS)
25/06/2016,mjunction,
25/06/2016,Cochin,113.94(86.42)
25/06/2016,Coonoor,96.94(67.80)
25/06/2016,Coimbatore,100.17(72.92)
25/06/2016,Tea Serve,88.47(58.85)
18/06/2016,Kolkata,163.88(161.95)
18/06/2016,Guwahati,152.99(151.84)
18/06/2016,Siliguri,145.44(130.38)
18/06/2016,Jalpaiguri,NS(NS)
18/06/2016,mjunction,
18/06/2016,Cochin,123.70(86.80)
18/06/2016,Coonoor,98.16(65.29)
18/06/2016,Coimbatore,100.54(71.98)
18/06/2016,Tea Serve,89.39(56.72)
11/06/2016,Kolkata,154.04(153.28)
11/06/2016,Guwahati,150.08(150.97)
11/06/2016,Siliguri,142.79(130.51)
11/06/2016,Jalpaiguri,NS(NS)
11/06/2016,mjunction,
11/06/2016,Cochin,114.28(87.56)
11/06/2016,Coonoor,98.48(63.10)
11/06/2016,Coimbatore,102.17(69.07)
11/06/2016,Tea Serve,91.04(52.76)
04/06/2016,Kolkata,144.51(153.48)
04/06/2016,Guwahati,146.46(149.26)
04/06/2016,Siliguri,144.44(133.00)
04/06/2016,Jalpaiguri,NS(NS)
04/06/2016,mjunction,
04/06/2016,Cochin,111.23(88.88)
04/06/2016,Coonoor,97.36(62.74)
04/06/2016,Coimbatore,100.94(70.48)
04/06/2016,Tea Serve,87.85(52.14)
28/05/2016,Kolkata,144.66(157.29)
28/05/2016,Guwahati,133.69(143.73)
28/05/2016,Siliguri,141.03(135.62)
28/05/2016,Jalpaiguri,NS(NS)
28/05/2016,mjunction,
28/05/2016,Cochin,114.01(91.02)
28/05/2016,Coonoor,96.49(61.78)
28/05/2016,Coimbatore,100.13(69.99)
28/05/2016,Tea Serve,85.41(55.11)
21/05/2016,Kolkata,145.09(145.07)
21/05/2016,Guwahati,129.30(145.40)
21/05/2016,Siliguri,142.38(136.30)
21/05/2016,Jalpaiguri,NS(NS)
21/05/2016,mjunction,
21/05/2016,Cochin,113.75(91.01)
21/05/2016,Coonoor,95.24(64.89)
21/05/2016,Coimbatore,100.15(70.93)
21/05/2016,Tea Serve,84.88(55.83)
14/05/2016,Kolkata,150.15(153.55)
14/05/2016,Guwahati,136.08(143.06)
14/05/2016,Siliguri,136.63(129.71)
14/05/2016,Jalpaiguri,NS(NS)
14/05/2016,mjunction,
14/05/2016,Cochin,115.30(90.86)
14/05/2016,Coonoor,96.35(68.19)
14/05/2016,Coimbatore,102.37(73.59)
14/05/2016,Tea Serve,87.18(56.37)
07/05/2016,Kolkata,146.67(148.11)
07/05/2016,Guwahati,133.41(148.38)
07/05/2016,Siliguri,131.53(130.77)
07/05/2016,Jalpaiguri,NS(NS)
07/05/2016,mjunction,
07/05/2016,Cochin,112.35(92.28)
07/05/2016,Coonoor,96.23(71.37)
07/05/2016,Coimbatore,103.15(78.31)
07/05/2016,Tea Serve,90.01(57.96)
30/04/2016,Kolkata,149.14(154.19)
30/04/2016,Guwahati,139.84(147.73)
30/04/2016,Siliguri,130.81(133.33)
30/04/2016,Jalpaiguri,NS(NS)
30/04/2016,mjunction,
30/04/2016,Cochin,109.97(94.76)
30/04/2016,Coonoor,95.62(73.41)
30/04/2016,Coimbatore,100.94(77.54)
30/04/2016,Tea Serve,87.11(55.19)
23/04/2016,Kolkata,160.41(164.50)
23/04/2016,Guwahati,146.24(120.68)
23/04/2016,Siliguri,135.71(139.30)
23/04/2016,Jalpaiguri,NS(NS)
23/04/2016,mjunction,
23/04/2016,Cochin,110.46(97.71)
23/04/2016,Coonoor,92.97(75.44)
23/04/2016,Coimbatore,99.68(78.49)
23/04/2016,Tea Serve,87.98(55.87)
16/04/2016,Kolkata,164.44(110.39)
16/04/2016,Guwahati,154.38(156.83)
16/04/2016,Siliguri,146.80(140.50)
16/04/2016,Jalpaiguri,NS(NS)
16/04/2016,mjunction,
16/04/2016,Cochin,112.86(100.84)
16/04/2016,Coonoor,93.59(77.26)
16/04/2016,Coimbatore,99.98(77.49)
16/04/2016,Tea Serve,85.48(59.21)
09/04/2016,Kolkata,143.69(108.09)
09/04/2016,Guwahati,170.53(138.15)
09/04/2016,Siliguri,160.00(137.20)
09/04/2016,Jalpaiguri,NS(NS)
09/04/2016,mjunction,
09/04/2016,Cochin,115.66(100.11)
09/04/2016,Coonoor,93.73(76.49)
09/04/2016,Coimbatore,100.55(79.21)
09/04/2016,Tea Serve,83.17(60.17)
02/04/2016,Kolkata,NS(NS)
02/04/2016,Guwahati,119.11(91.70)
02/04/2016,Siliguri,140.78(122.70)
02/04/2016,Jalpaiguri,NS(NS)
02/04/2016,mjunction,
02/04/2016,Cochin,116.00(NS)
02/04/2016,Coonoor,91.59(77.58)
02/04/2016,Coimbatore,98.00(80.03)
02/04/2016,Tea Serve,83.15(61.85)
26/03/2016,Kolkata,NS(84.97)
26/03/2016,Guwahati,NS(NS)
26/03/2016,Siliguri,NS(125.35)
26/03/2016,Jalpaiguri,NS(NS)
26/03/2016,mjunction,
26/03/2016,Cochin,NS(97.94)
26/03/2016,Coonoor,90.74(78.30)
26/03/2016,Coimbatore,96.56(80.36)
26/03/2016,Tea Serve,79.96(59.12)
19/03/2016,Kolkata,111.62(NS)
19/03/2016,Guwahati,NS(NS)
19/03/2016,Siliguri,NS(78.45)
19/03/2016,Jalpaiguri,NS(NS)
19/03/2016,mjunction,
19/03/2016,Cochin,111.15(94.64)
19/03/2016,Coonoor,91.66(78.68)
19/03/2016,Coimbatore,95.91(79.40)
19/03/2016,Tea Serve,80.96(65.30)
12/03/2016,Kolkata,NS(91.99)
12/03/2016,Guwahati,105.35(104.98)
12/03/2016,Siliguri,NS(77.08)
12/03/2016,Jalpaiguri,NS(NS)
12/03/2016,mjunction,
12/03/2016,Cochin,107.11(95.85)
12/03/2016,Coonoor,94.19(77.67)
12/03/2016,Coimbatore,94.58(79.32)
12/03/2016,Tea Serve,78.88(66.16)
05/03/2016,Kolkata,NS(86.73)
05/03/2016,Guwahati,NS(101.00)
05/03/2016,Siliguri,102.43(NS)
05/03/2016,Jalpaiguri,NS(NS)
05/03/2016,mjunction,
05/03/2016,Cochin,109.51(95.77)
05/03/2016,Coonoor,100.18(79.32)
05/03/2016,Coimbatore,97.86(80.54)
05/03/2016,Tea Serve,79.83(65.12)
27/02/2016,Kolkata,109.77(96.04)
27/02/2016,Guwahati,108.52(104.08)
27/02/2016,Siliguri,NS(82.23)
27/02/2016,Jalpaiguri,NS(NS)
27/02/2016,mjunction,
27/02/2016,Cochin,114.44(98.60)
27/02/2016,Coonoor,106.62(78.55)
27/02/2016,Coimbatore,103.37(80.90)
27/02/2016,Tea Serve,82.49(63.62)
20/02/2016,Kolkata,119.41(110.66)
20/02/2016,Guwahati,108.19(102.71)
20/02/2016,Siliguri,104.43(88.67)
20/02/2016,Jalpaiguri,NS(NS)
20/02/2016,mjunction,
20/02/2016,Cochin,120.07(99.69)
20/02/2016,Coonoor,109.94(78.97)
20/02/2016,Coimbatore,105.22(80.03)
20/02/2016,Tea Serve,81.30(63.18)
13/02/2016,Kolkata,122.26(121.37)
13/02/2016,Guwahati,113.29(101.16)
13/02/2016,Siliguri,101.94(97.64)
13/02/2016,Jalpaiguri,NS(NS)
13/02/2016,mjunction,
13/02/2016,Cochin,121.57(99.95)
13/02/2016,Coonoor,110.64(78.95)
13/02/2016,Coimbatore,105.64(80.87)
13/02/2016,Tea Serve,84.45(60.67)
06/02/2016,Kolkata,117.94(123.81)
06/02/2016,Guwahati,113.04(100.35)
06/02/2016,Siliguri,105.48(102.42)
06/02/2016,Jalpaiguri,NS(NS)
06/02/2016,mjunction,
06/02/2016,Cochin,123.56(96.13)
06/02/2016,Coonoor,104.49(80.16)
06/02/2016,Coimbatore,103.93(81.69)
06/02/2016,Tea Serve,83.86(58.71)
30/01/2016,Kolkata,122.06(131.11)
30/01/2016,Guwahati,115.69(105.44)
30/01/2016,Siliguri,110.25(111.55)
30/01/2016,Jalpaiguri,NS(NS)
30/01/2016,mjunction,
30/01/2016,Cochin,121.41(96.43)
30/01/2016,Coonoor,102.74(78.93)
30/01/2016,Coimbatore,101.11(81.06)
30/01/2016,Tea Serve,80.16(56.67)
23/01/2016,Kolkata,131.62(135.29)
23/01/2016,Guwahati,115.34(108.54)
23/01/2016,Siliguri,116.50(119.21)
23/01/2016,Jalpaiguri,NS(NS)
23/01/2016,mjunction,
23/01/2016,Cochin,119.64(94.95)
23/01/2016,Coonoor,96.80(78.38)
23/01/2016,Coimbatore,97.91(80.16)
23/01/2016,Tea Serve,78.17(56.12)
16/01/2016,Kolkata,139.57(143.80)
16/01/2016,Guwahati,128.57(122.39)
16/01/2016,Siliguri,119.06(123.11)
16/01/2016,Jalpaiguri,NS(NS)
16/01/2016,mjunction,
16/01/2016,Cochin,118.93(97.20)
16/01/2016,Coonoor,94.44(77.25)
16/01/2016,Coimbatore,94.73(78.72)
16/01/2016,Tea Serve,79.50(52.94)
09/01/2016,Kolkata,145.47(144.55)
09/01/2016,Guwahati,129.16(113.50)
09/01/2016,Siliguri,124.25(122.51)
09/01/2016,Jalpaiguri,NS(NS)
09/01/2016,mjunction,
09/01/2016,Cochin,113.81(96.74)
09/01/2016,Coonoor,89.47(72.14)
09/01/2016,Coimbatore,91.40(78.43)
09/01/2016,Tea Serve,74.67(51.03)
02/01/2016,Kolkata,147.26(147.87)
02/01/2016,Guwahati,125.94(119.08)
02/01/2016,Siliguri,124.80(121.53)
02/01/2016,Jalpaiguri,NS(NS)
02/01/2016,mjunction,
02/01/2016,Cochin,108.58(99.48)
02/01/2016,Coonoor,NS(71.27)
02/01/2016,Coimbatore,88.49(76.15)
02/01/2016,Tea Serve,74.70(50.09)
31/12/2016,Kolkata,NS(150.97)
31/12/2016,Guwahati,128.12(125.97)
31/12/2016,Siliguri,126.14(124.80)
31/12/2016,Jalpaiguri,NS(NS)
31/12/2016,mjunction,
31/12/2016,Cochin,NS(111.67)
31/12/2016,Coonoor,NS(NS)
31/12/2016,Coimbatore,NS(88.39)
31/12/2016,Tea Serve,99.14(74.71)
24/12/2016,Kolkata,157.37(160.32)
24/12/2016,Guwahati,131.52(135.32)
24/12/2016,Siliguri,128.90(128.56)
24/12/2016,Jalpaiguri,NS(NS)
24/12/2016,mjunction,
24/12/2016,Cochin,115.81(NS)
24/12/2016,Coonoor,107.52(84.70)
24/12/2016,Coimbatore,107.30(NS)
24/12/2016,Tea Serve,95.43(72.91)
17/12/2016,Kolkata,161.22(164.17)
17/12/2016,Guwahati,130.62(134.52)
17/12/2016,Siliguri,128.84(125.55)
17/12/2016,Jalpaiguri,NS(NS)
17/12/2016,mjunction,
17/12/2016,Cochin,113.77(111.67)
17/12/2016,Coonoor,105.86(83.82)
17/12/2016,Coimbatore,104.20(86.82)
17/12/2016,Tea Serve,94.62(68.79)
17/12/2016,Kolkata,161.22(164.17)
17/12/2016,Guwahati,130.62(134.52)
17/12/2016,Siliguri,128.84(125.55)
17/12/2016,Jalpaiguri,NS(NS)
17/12/2016,mjunction,
17/12/2016,Cochin,113.77(111.67)
17/12/2016,Coonoor,105.86(83.82)
17/12/2016,Coimbatore,104.20(86.82)
17/12/2016,Tea Serve,94.62(68.79)
10/12/2016,Kolkata,159.70(163.93)
10/12/2016,Guwahati,134.02(133.65)
10/12/2016,Siliguri,125.89(120.70)
10/12/2016,Jalpaiguri,NS(NS)
10/12/2016,mjunction,
10/12/2016,Cochin,113.21(109.58)
10/12/2016,Coonoor,104.65(82.55)
10/12/2016,Coimbatore,103.42(83.93)
10/12/2016,Tea Serve,94.43(66.30)
03/12/2016,Kolkata,162.27(164.14)
03/12/2016,Guwahati,133.81(137.19)
03/12/2016,Siliguri,126.55(125.47)
03/12/2016,Jalpaiguri,NS(NS)
03/12/2016,mjunction,
03/12/2016,Cochin,114.01(108.43)
03/12/2016,Coonoor,102.73(80.35)
03/12/2016,Coimbatore,101.78(81.15)
03/12/2016,Tea Serve,95.72(63.58)
26/11/2016,Kolkata,164.35(166.82)
26/11/2016,Guwahati,138.21(145.05)
26/11/2016,Siliguri,128.47(132.17)
26/11/2016,Jalpaiguri,NS(NS)
26/11/2016,mjunction,
26/11/2016,Cochin,114.70(108.56)
26/11/2016,Coonoor,101.13(77.30)
26/11/2016,Coimbatore,101.31(80.70)
26/11/2016,Tea Serve,94.59(64.66)
19/11/2016,Kolkata,164.10(163.09)
19/11/2016,Guwahati,137.29(142.01)
19/11/2016,Siliguri,124.00(125.17)
19/11/2016,Jalpaiguri,NS(NS)
19/11/2016,mjunction,
19/11/2016,Cochin,115.27(99.34)
19/11/2016,Coonoor,99.37(74.63)
19/11/2016,Coimbatore,101.70(79.82)
19/11/2016,Tea Serve,91.26(63.63)
12/11/2016,Kolkata,163.55(166.10)
12/11/2016,Guwahati,139.22(147.77)
12/11/2016,Siliguri,130.27(NS)
12/11/2016,Jalpaiguri,NS(NS)
12/11/2016,mjunction,
12/11/2016,Cochin,120.24(98.62)
12/11/2016,Coonoor,100.22(NS)
12/11/2016,Coimbatore,101.42(NS)
12/11/2016,Tea Serve,90.99(60.78)
05/11/2016,Kolkata,160.73(162.96)
05/11/2016,Guwahati,137.41(141.44)
05/11/2016,Siliguri,132.45(121.91)
05/11/2016,Jalpaiguri,NS(NS)
05/11/2016,mjunction,
05/11/2016,Cochin,116.23(99.32)
05/11/2016,Coonoor,100.19(74.06)
05/11/2016,Coimbatore,100.50(79.33)
05/11/2016,Tea Serve,91.34(57.50)
29/10/2016,Kolkata,159.27(162.19)
29/10/2016,Guwahati,138.31(140.67)
29/10/2016,Siliguri,129.59(120.13)
29/10/2016,Jalpaiguri,NS(NS)
29/10/2016,mjunction,
29/10/2016,Cochin,116.84(104.49)
29/10/2016,Coonoor,NS(73.77)
29/10/2016,Coimbatore,NS(81.39)
29/10/2016,Tea Serve,89.57(56.38)
22/10/2016,Kolkata,161.15(NS)
22/10/2016,Guwahati,140.71(NS)
22/10/2016,Siliguri,NS (NS)
22/10/2016,Jalpaiguri,NS(NS)
22/10/2016,mjunction,
22/10/2016,Cochin,116.51(108.64)
22/10/2016,Coonoor,98.75(74.76)
22/10/2016,Coimbatore,99.53(78.08)
22/10/2016,Tea Serve,86.53(54.59)
15/10/2016,Kolkata,NS(166.09)
15/10/2016,Guwahati,NS(141.20)
15/10/2016,Siliguri,NS(115.19)
15/10/2016,Jalpaiguri,NS(NS)
15/10/2016,mjunction,
15/10/2016,Cochin,114.82(107.84)
15/10/2016,Coonoor,97.27(74.18)
15/10/2016,Coimbatore,102.47(81.16)
15/10/2016,Tea Serve,88.40(51.79)
08/10/2016,Kolkata,155.68(170.22)
08/10/2016,Guwahati,139.25(141.69)
08/10/2016,Siliguri,127.22(112.72)
08/10/2016,Jalpaiguri,NS(NS)
08/10/2016,mjunction,
08/10/2016,Cochin,116.92(104.10)
08/10/2016,Coonoor,99.14(71.04)
08/10/2016,Coimbatore,100.84(75.51)
08/10/2016,Tea Serve,88.07(54.96)
01/10/2016,Kolkata,162.03(161.98)
01/10/2016,Guwahati,138.97(145.55)
01/10/2016,Siliguri,130.52(115.23)
01/10/2016,Jalpaiguri,NS(NS)
01/10/2016,mjunction,
01/10/2016,Cochin,115.00(104.21)
01/10/2016,Coonoor,100.40(69.71)
01/10/2016,Coimbatore,100.89(76.08)
01/10/2016,Tea Serve,88.52(56.33)
24/09/2016,Kolkata,160.50(166.49)
24/09/2016,Guwahati,139.63(146.99)
24/09/2016,Siliguri,129.71(115.23)
24/09/2016,Jalpaiguri,NS(NS)
24/09/2016,mjunction,
24/09/2016,Cochin,117.54(102.68)
24/09/2016,Coonoor,100.99(69.71)
24/09/2016,Coimbatore,100.06(72.51)
24/09/2016,Tea Serve,88.03(55.13)
17/09/2016,Kolkata,162.58(171.09)
17/09/2016,Guwahati,138.37(144.87)
17/09/2016,Siliguri,129.82(116.21)
17/09/2016,Jalpaiguri,NS(NS)
17/09/2016,mjunction,
17/09/2016,Cochin,NS(99.05)
17/09/2016,Coonoor,101.27(68.21)
17/09/2016,Coimbatore,100.17(72.66)
17/09/2016,Tea Serve,84.79(50.24)
10/09/2016,Kolkata,163.36(173.65)
10/09/2016,Guwahati,140.32(144.82)
10/09/2016,Siliguri,131.55(118.19)
10/09/2016,Jalpaiguri,NS(86.03)
10/09/2016,mjunction,
10/09/2016,Cochin,118.51(95.97)
10/09/2016,Coonoor,100.15(67.28)
10/09/2016,Coimbatore,99.96(69.90)
10/09/2016,Tea Serve,82.26(54.33)
09/03/2016,Kolkata,165.61(175.42)
09/03/2016,Guwahati,141.60150.88)
09/03/2016,Siliguri,130.08(120.68)
09/03/2016,Jalpaiguri,NS(103.44)
09/03/2016,mjunction,
09/03/2016,Cochin,121.12(96.78)
09/03/2016,Coonoor,97.48(66.51)
09/03/2016,Coimbatore,97.41(72.36)
09/03/2016,Tea Serve,78.87(54.72)
27/08/2016,Kolkata,166.83(180.25)
27/08/2016,Guwahati,142.38(153.40)
27/08/2016,Siliguri,127.29(119.17)
27/08/2016,Jalpaiguri,NS(90.28)
27/08/2016,mjunction,
27/08/2016,Cochin,120.04(NS)
27/08/2016,Coonoor,94.63(65.73)
27/08/2016,Coimbatore,96.64(71.53)
27/08/2016,Tea Serve,77.37(52.17)
20/08/2016,Kolkata,167.57(184.63)
20/08/2016,Guwahati,141.50(152.88)
20/08/2016,Siliguri,125.14(120.75)
20/08/2016,Jalpaiguri,NS(100.84)
