week,location,average_price
08/07/2017,Coonoor,76.37(94.84)
08/07/2017,Coimbatore,92.89(97.13)
08/07/2017,Tea Serve,67.80(84.41)
01/07/2017,Kolkata,165.76(168.49)
01/07/2017,Guwahati,150.69(154.87)
01/07/2017,Siliguri,135.59(111.33)
01/07/2017,Jalpaiguri,NS(NS)
01/07/2017,mjunction,
01/07/2017,Cochin,103.98(114.66)
01/07/2017,Coonoor,72.06(96.19)
01/07/2017,Coimbatore,88.40(98.93)
01/07/2017,Tea Serve,74.31(84.60)
24/06/2017,Kolkata,161.95(163.93)
24/06/2017,Guwahati,157.62(152.88)
24/06/2017,Siliguri,141.00(118.83)
24/06/2017,Jalpaiguri,NS(NS)
24/06/2017,mjunction,
24/06/2017,Cochin,107.40(113.94)
24/06/2017,Coonoor,76.62(96.94)
24/06/2017,Coimbatore,87.92(100.17)
24/06/2017,Tea Serve,80.61(88.47)
17/06/2017,Kolkata,159.84(163.88)
17/06/2017,Guwahati,157.29(152.99)
17/06/2017,Siliguri,144.49(145.44)
17/06/2017,Jalpaiguri,NS(NS)
17/06/2017,mjunction,
17/06/2017,Cochin,110.07(112.70)
17/06/2017,Coonoor,76.35(98.16)
17/06/2017,Coimbatore,87.62(100.54)
17/06/2017,Tea Serve,77.91(89.39)
10/06/2017,Kolkata,149.52(154.04)
10/06/2017,Guwahati,150.17(150.08)
10/06/2017,Siliguri,138.24(142.79)
10/06/2017,Jalpaiguri,NS(NS)
10/06/2017,mjunction,
10/06/2017,Cochin,110.95(114.28)
10/06/2017,Coonoor,77.07(98.48)
10/06/2017,Coimbatore,88.22(102.17)
10/06/2017,Tea Serve,80.13(91.04)
03/06/2017,Kolkata,139.43(144.51)
03/06/2017,Guwahati,140.04(146.46)
03/06/2017,Siliguri,132.88(144.44)
03/06/2017,Jalpaiguri,NS(NS)
03/06/2017,mjunction,
03/06/2017,Cochin,107.80(111.23)
03/06/2017,Coonoor,78.68(97.36)
03/06/2017,Coimbatore,89.79(100.94)
03/06/2017,Tea Serve,82.29(87.85)
27/05/2017,Kolkata,140.33(144.66)
27/05/2017,Guwahati,131.32(133.69)
27/05/2017,Siliguri,135.55(141.03)
27/05/2017,Jalpaiguri,NS(NS)
27/05/2017,mjunction,
27/05/2017,Cochin,112.16(114.01)
27/05/2017,Coonoor,83.01(96.49)
27/05/2017,Coimbatore,93.16(100.13)
27/05/2017,Tea Serve,83.67(85.41)
20/05/2017,Kolkata,147.06(145.09)
20/05/2017,Guwahati,131.78(129.30)
20/05/2017,Siliguri,143.32(142.38)
20/05/2017,Jalpaiguri,NS(NS)
20/05/2017,mjunction,
20/05/2017,Cochin,115.90(113.75)
20/05/2017,Coonoor,86.31(95.24)
20/05/2017,Coimbatore,93.59(100.15)
20/05/2017,Tea Serve,88.57(84.88)
13/05/2017,Kolkata,149.13(150.15)
13/05/2017,Guwahati,139.20(136.08)
13/05/2017,Siliguri,140.96(136.63)
13/05/2017,Jalpaiguri,NS(NS)
13/05/2017,mjunction,
13/05/2017,Cochin,114.49(115.30)
13/05/2017,Coonoor,86.95(96.35)
13/05/2017,Coimbatore,93.87(102.37)
13/05/2017,Tea Serve,89.49(87.18)
06/05/2017,Kolkata,148.71(146.67)
06/05/2017,Guwahati,142.07(133.41)
06/05/2017,Siliguri,138.16(131.53)
06/05/2017,Jalpaiguri,NS(NS)
06/05/2017,mjunction,
06/05/2017,Cochin,116.42(112.35)
06/05/2017,Coonoor,86.40(96.23)
06/05/2017,Coimbatore,99.22(103.15)
06/05/2017,Tea Serve,95.32(90.01)
29/04/2017,Kolkata,148.44(149.14)
29/04/2017,Guwahati,148.50(139.84)
29/04/2017,Siliguri,139.73(130.81)
29/04/2017,Jalpaiguri,NS(NS)
29/04/2017,mjunction,
29/04/2017,Cochin,125.20(109.97)
29/04/2017,Coonoor,91.33(95.62)
29/04/2017,Coimbatore,101.33(100.94)
29/04/2017,Tea Serve,96.36(87.11)
22/04/2017,Kolkata,151.77(160.41)
22/04/2017,Guwahati,158.44(146.24)
22/04/2017,Siliguri,137.23(135.71)
22/04/2017,Jalpaiguri,NS(NS)
22/04/2017,mjunction,
22/04/2017,Cochin,134.19(110.46)
22/04/2017,Coonoor,99.16(92.97)
22/04/2017,Coimbatore,106.50(99.68)
22/04/2017,Tea Serve,96.31(87.98)
15/04/2017,Kolkata,120.65(164.44)
15/04/2017,Guwahati,161.34(154.38)
15/04/2017,Siliguri,143.20(146.80)
15/04/2017,Jalpaiguri,NS(NS)
15/04/2017,mjunction,
15/04/2017,Cochin,NS(112.86)
15/04/2017,Coonoor,104.23(93.59)
15/04/2017,Coimbatore,110.49(99.98)
15/04/2017,Tea Serve,96.76(85.48)
08/04/2017,Kolkata,112.70(143.69)
08/04/2017,Guwahati,130.71(170.53)
08/04/2017,Siliguri,144.27(160.00)
08/04/2017,Jalpaiguri,NS(NS)
08/04/2017,mjunction,
08/04/2017,Cochin,137.24(115.66)
08/04/2017,Coonoor,105.81(93.73)
08/04/2017,Coimbatore,110.90(100.55)
08/04/2017,Tea Serve,98.26(83.17)
01/04/2017,Kolkata,NS(NS)
01/04/2017,Guwahati,106.49(119.11)
01/04/2017,Siliguri,120.34(140.78)
01/04/2017,Jalpaiguri,NS(NS)
01/04/2017,mjunction,
01/04/2017,Cochin,136.60(116.00)
01/04/2017,Coonoor,106.38(91.59)
01/04/2017,Coimbatore,110.10(98.00)
01/04/2017,Tea Serve,95.66(83.15)
25/03/2017,Kolkata,105.09(NS)
25/03/2017,Guwahati,NS(NS)
25/03/2017,Siliguri,97.73(NS)
25/03/2017,Jalpaiguri,NS(NS)
25/03/2017,mjunction,
25/03/2017,Cochin,133.78(NS)
25/03/2017,Coonoor,105.74(90.74)
25/03/2017,Coimbatore,110.62(96.56)
25/03/2017,Tea Serve,95.90(79.96)
18/03/2017,Kolkata,106.99(111.62)
18/03/2017,Guwahati,109.54(NS)
18/03/2017,Siliguri,NS(NS)
18/03/2017,Jalpaiguri,NS(NS)
18/03/2017,mjunction,
18/03/2017,Cochin,133.43(111.15)
18/03/2017,Coonoor,107.45(91.66)
18/03/2017,Coimbatore,113.49(95.91)
18/03/2017,Tea Serve,94.04(80.96)
11/03/2017,Kolkata,108.97(NS)
11/03/2017,Guwahati,104.74(105.35)
11/03/2017,Siliguri,NS(NS)
11/03/2017,Jalpaiguri,NS(NS)
11/03/2017,mjunction,
11/03/2017,Cochin,135.13(107.11)
11/03/2017,Coonoor,109.18(94.19)
11/03/2017,Coimbatore,115.13(94.58)
11/03/2017,Tea Serve,95.04(78.88)
04/03/2017,Kolkata,108.12(NS)
04/03/2017,Guwahati,106.32(NS)
04/03/2017,Siliguri,101.86(102.43)
04/03/2017,Jalpaiguri,NS(NS)
04/03/2017,mjunction,
04/03/2017,Cochin,135.01(109.51)
04/03/2017,Coonoor,109.65(100.18)
04/03/2017,Coimbatore,114.44(97.86)
04/03/2017,Tea Serve,97.22(79.83)
25/02/2017,Kolkata,110.41(109.77)
25/02/2017,Guwahati,110.20(108.52)
25/02/2017,Siliguri,NS(NS)
25/02/2017,Jalpaiguri,NS(NS)
25/02/2017,mjunction,
25/02/2017,Cochin,132.00(114.44)
25/02/2017,Coonoor,108.60(106.62)
25/02/2017,Coimbatore,113.04(103.37)
25/02/2017,Tea Serve,97.89(82.49)
18/02/2017,Kolkata,116.79(119.41)
18/02/2017,Guwahati,106.49(108.19)
18/02/2017,Siliguri,106.19(104.43)
18/02/2017,Jalpaiguri,NS(NS)
18/02/2017,mjunction,
18/02/2017,Cochin,133.16(120.07)
18/02/2017,Coonoor,106.59(109.94)
18/02/2017,Coimbatore,112.55(105.22)
18/02/2017,Tea Serve,97.70(81.30)
11/02/2017,Kolkata,123.73(122.26)
11/02/2017,Guwahati,105.59(113.29)
11/02/2017,Siliguri,105.33(101.94)
11/02/2017,Jalpaiguri,NS (NS)
11/02/2017,mjunction,
11/02/2017,Cochin,128.90(121.57)
11/02/2017,Coonoor,105.85(110.64)
11/02/2017,Coimbatore,113.49(105.64)
11/02/2017,Tea Serve,98.19(84.45)
04/02/2017,Kolkata,129.21(117.94)
04/02/2017,Guwahati,106.14(113.04)
04/02/2017,Siliguri,105.52(105.48)
04/02/2017,Jalpaiguri,NS(NS)
04/02/2017,mjunction,
04/02/2017,Cochin,124.04(123.56)
04/02/2017,Coonoor,105.11(104.49)
04/02/2017,Coimbatore,110.27(103.93)
04/02/2017,Tea Serve,98.56(83.86)
28/01/2017,Kolkata,131.53(122.06)
28/01/2017,Guwahati,111.18(115.69)
28/01/2017,Siliguri,109.11(110.25)
28/01/2017,Jalpaiguri,NS (NS)
28/01/2017,mjunction,
28/01/2017,Cochin,121.13(121.41)
28/01/2017,Coonoor,105.43(102.74)
28/01/2017,Coimbatore,109.01(101.11)
28/01/2017,Tea Serve,99.08(80.16)
21/01/2017,Kolkata,138.95(131.62)
21/01/2017,Guwahati,118.20(115.34)
21/01/2017,Siliguri,113.58(116.51)
21/01/2017,Jalpaiguri,NS(NS)
21/01/2017,mjunction,
21/01/2017,Cochin,119.11(119.64)
21/01/2017,Coonoor,106.54(96.80)
21/01/2017,Coimbatore,108.30(97.91)
21/01/2017,Tea Serve,100.75(78.17)
14/01/2017,Kolkata,137.42(139.57)
14/01/2017,Guwahati,119.67(128.57)
14/01/2017,Siliguri,119.96(119.06)
14/01/2017,Jalpaiguri,NS(NS)
14/01/2017,mjunction,
14/01/2017,Cochin,115.75(118.93)
14/01/2017,Coonoor,108.48(94.44)
14/01/2017,Coimbatore,107.22(94.73)
14/01/2017,Tea Serve,101.62(79.50)
07/01/2017,Kolkata,142.07(145.47)
07/01/2017,Guwahati,123.86(129.16)
07/01/2017,Siliguri,123.50(124.25)
07/01/2017,Jalpaiguri,NS(NS)
07/01/2017,mjunction,
07/01/2017,Cochin,112.85(113.81)
07/01/2017,Coonoor,108.25(89.47)
07/01/2017,Coimbatore,106.49(91.40)
07/01/2017,Tea Serve,99.02(74.67)
30/12/2017,Kolkata,154.45(NS)
30/12/2017,Guwahati,137.07(128.12)
30/12/2017,Siliguri,131.80(126.14)
30/12/2017,Jalpaiguri,NS(NS)
30/12/2017,mjunction,
30/12/2017,Cochin,NS(NS)
30/12/2017,Coonoor,NS(NS)
30/12/2017,Coimbatore,NS(NS)
30/12/2017,Tea Serve,65.60(99.14)
23/12/2017,Kolkata,154.59(157.37)
23/12/2017,Guwahati,140.05(131.52)
23/12/2017,Siliguri,131.39(128.90)
23/12/2017,Jalpaiguri,NS(NS)
23/12/2017,mjunction,
23/12/2017,Cochin,114.04(115.81)
23/12/2017,Coonoor,84.21(107.52)
23/12/2017,Coimbatore,92.70(107.30)
23/12/2017,Tea Serve,64.00(95.43)
16/12/2017,Kolkata,161.44(161.22)
16/12/2017,Guwahati,140.74(130.62)
16/12/2017,Siliguri,129.80(128.84)
16/12/2017,Jalpaiguri,NS(NS)
16/12/2017,mjunction,
16/12/2017,Cochin,112.90(113.77)
16/12/2017,Coonoor,82.19(105.86)
16/12/2017,Coimbatore,90.66(104.20)
16/12/2017,Tea Serve,64.21(94.62)
09/12/2017,Kolkata,166.25(159.70)
09/12/2017,Guwahati,140.20(134.02)
09/12/2017,Siliguri,128.04(125.89)
09/12/2017,Jalpaiguri,NS(NS)
09/12/2017,mjunction,
09/12/2017,Cochin,112.68(113.21)
09/12/2017,Coonoor,78.38(104.65)
09/12/2017,Coimbatore,90.16(103.42)
09/12/2017,Tea Serve,63.66(94.43)
02/12/2017,Kolkata,165.46(162.27)
02/12/2017,Guwahati,142.71(133.81)
02/12/2017,Siliguri,131.48(126.55)
02/12/2017,Jalpaiguri,NS(NS)
02/12/2017,mjunction,
02/12/2017,Cochin,113.35(114.01)
02/12/2017,Coonoor,75.22(102.73)
02/12/2017,Coimbatore,89.75(101.78)
02/12/2017,Tea Serve,65.14(95.72)
25/11/2017,Kolkata,168.06(164.35)
25/11/2017,Guwahati,143.87(138.21)
25/11/2017,Siliguri,133.57(128.47)
25/11/2017,Jalpaiguri,NS(NS)
25/11/2017,mjunction,
25/11/2017,Cochin,115.10(114.70)
25/11/2017,Coonoor,75.90(101.13)
25/11/2017,Coimbatore,92.03(101.31)
25/11/2017,Tea Serve,65.46(94.59)
18/11/2017,Kolkata,169.25(164.10)
18/11/2017,Guwahati,142.35(137.28)
18/11/2017,Siliguri,133.28(124.00)
18/11/2017,Jalpaiguri,NS(NS)
18/11/2017,mjunction,
18/11/2017,Cochin,113.61(115.27)
18/11/2017,Coonoor,77.00(99.37)
18/11/2017,Coimbatore,90.40(101.70)
18/11/2017,Tea Serve,67.92(91.26)
11/11/2017,Kolkata,173.52(163.55)
11/11/2017,Guwahati,144.60(139.22)
11/11/2017,Siliguri,131.15(130.27)
11/11/2017,Jalpaiguri,NS(NS)
11/11/2017,mjunction,
11/11/2017,Cochin,113.06(120.24)
11/11/2017,Coonoor,78.51(100.22)
11/11/2017,Coimbatore,93.47(100.42)
11/11/2017,Tea Serve,66.94(90.99)
04/11/2017,Kolkata,167.41(160.73)
04/11/2017,Guwahati,148.13(137.41)
04/11/2017,Siliguri,128.44(132.45)
04/11/2017,Jalpaiguri,NS(NS)
04/11/2017,mjunction,
04/11/2017,Cochin,113.44(116.23)
04/11/2017,Coonoor,79.59(100.19)
04/11/2017,Coimbatore,92.79(100.50)
04/11/2017,Tea Serve,67.00(91.34)
28/10/2017,Kolkata,170.93(159.27)
28/10/2017,Guwahati,152.32(138.31)
28/10/2017,Siliguri,129.02(129.59)
28/10/2017,Jalpaiguri,NS(NS)
28/10/2017,mjunction,
28/10/2017,Cochin,112.29(116.51)
28/10/2017,Coonoor,81.85(NS)
28/10/2017,Coimbatore,90.55(NS)
28/10/2017,Tea Serve,66.88(89.57)
21/10/2017,Kolkata,170.10(161.15)
21/10/2017,Guwahati,149.13(140.71)
21/10/2017,Siliguri,132.99(NS)
21/10/2017,Jalpaiguri,NS(NS)
21/10/2017,mjunction,
21/10/2017,Cochin,114.11(116.51)
21/10/2017,Coonoor,NS(98.75)
21/10/2017,Coimbatore,NS(99.53)
21/10/2017,Tea Serve,NS(86.53)
14/10/2017,Kolkata,168.59(NS)
14/10/2017,Guwahati,153.90(NS)
14/10/2017,Siliguri,128.37(NS)
14/10/2017,Jalpaiguri,NS(NS)
14/10/2017,mjunction,
14/10/2017,Cochin,115.07(114.82)
14/10/2017,Coonoor,82.12(97.27)
14/10/2017,Coimbatore,88.81(102.47)
14/10/2017,Tea Serve,62.64(88.40)
07/10/2017,Kolkata,176.15(155.68)
07/10/2017,Guwahati,151.47(139.25)
07/10/2017,Siliguri,127.21(127.22)
07/10/2017,Jalpaiguri,NS(NS)
07/10/2017,mjunction,
07/10/2017,Cochin,113.57(116.92)
07/10/2017,Coonoor,80.84(99.14)
07/10/2017,Coimbatore,90.32(100.84)
07/10/2017,Tea Serve,61.87(88.07)
30/09/2017,Kolkata,NS(162.03)
30/09/2017,Guwahati,NS(138.97)
30/09/2017,Siliguri,NS(130.52)
30/09/2017,Jalpaiguri,NS(NS)
30/09/2017,mjunction,
30/09/2017,Cochin,111.73(115.00)
30/09/2017,Coonoor,80.26(100.40)
30/09/2017,Coimbatore,84.59(100.89)
30/09/2017,Tea Serve,60.20(88.52)
23/09/2017,Kolkata,170.80(160.50)
23/09/2017,Guwahati,154.15(139.63)
23/09/2017,Siliguri,127.38(129.71)
23/09/2017,Jalpaiguri,NS(NS)
23/09/2017,mjunction,
23/09/2017,Cochin,114.37(117.54)
23/09/2017,Coonoor,78.04(100.99)
23/09/2017,Coimbatore,83.36(100.06)
23/09/2017,Tea Serve,56.74(88.03)
16/09/2017,Kolkata,165.43(162.58)
16/09/2017,Guwahati,149.92(138.37)
16/09/2017,Siliguri,126.74(129.82)
16/09/2017,Jalpaiguri,NS(NS)
16/09/2017,mjunction,
16/09/2017,Cochin,109.98(NS)
16/09/2017,Coonoor,72.15(101.27)
16/09/2017,Coimbatore,80.99(100.17)
16/09/2017,Tea Serve,55.60(84.80)
09/09/2017,Kolkata,171.23(163.36)
09/09/2017,Guwahati,148.41(140.32)
09/09/2017,Siliguri,124.18(131.55)
09/09/2017,Jalpaiguri,NS(NS)
09/09/2017,mjunction,
09/09/2017,Cochin,NS(118.51)
09/09/2017,Coonoor,69.03(100.15)
09/09/2017,Coimbatore,78.53(99.96)
09/09/2017,Tea Serve,59.04(82.26)
02/09/2017,Kolkata,167.65(165.61)
02/09/2017,Guwahati,150.34(141.60)
02/09/2017,Siliguri,124.67(130.08)
02/09/2017,Jalpaiguri,NS(NS)
02/09/2017,mjunction,
02/09/2017,Cochin,112.38(121.12)
02/09/2017,Coonoor,65.64(97.48)
02/09/2017,Coimbatore,82.30(97.41)
02/09/2017,Tea Serve,60.69(78.87)
12/08/2017,Kolkata,179.36(174.03)
12/08/2017,Guwahati,156.91(143.72)
12/08/2017,Siliguri,124.33(128.79)
12/08/2017,Jalpaiguri,NS(NS)
12/08/2017,mjunction,
12/08/2017,Cochin,112.60(117.70)
12/08/2017,Coonoor,71.80(90.33)
12/08/2017,Coimbatore,85.17(92.09)
12/08/2017,Tea Serve,61.66(77.76)
05/08/2017,Kolkata,172.64(175.75)
05/08/2017,Guwahati,157.16(144.60)
05/08/2017,Siliguri,127.64(132.32)
05/08/2017,Jalpaiguri,NS(NS)
05/08/2017,mjunction,
05/08/2017,Cochin,113.23(117.26)
05/08/2017,Coonoor,74.82(88.29)
05/08/2017,Coimbatore,83.93(90.94)
05/08/2017,Tea Serve,62.51(78.33)
29/07/2017,Kolkata,177.56(177.98)
29/07/2017,Guwahati,154.10(146.36)
29/07/2017,Siliguri,126.41(135.79)
29/07/2017,Jalpaiguri,NS(NS)
29/07/2017,mjunction,
29/07/2017,Cochin,110.06(121.14)
29/07/2017,Coonoor,75.67(87.47)
29/07/2017,Coimbatore,81.00(91.47)
29/07/2017,Tea Serve,62.86(79.49)
22/07/2017,Kolkata,181.57(179.87)
22/07/2017,Guwahati,151.93(150.21)
22/07/2017,Siliguri,129.39(138.38)
22/07/2017,Jalpaiguri,NS(NS)
