week,location,average_price
27/06/2015,Coimbatore,72.92(80.66)
27/06/2015,Tea Serve,58.85(57.97)
20/06/2015,Kolkata,161.95(174.66)
20/06/2015,Guwahati,151.84(176.29)
20/06/2015,Siliguri,130.38(158.51)
20/06/2015,Jalpaiguri,NS(124.43)
20/06/2015,mjunction,
20/06/2015,Cochin,86.80(92.98)
20/06/2015,Coonoor,65.29(76.38)
20/06/2015,Coimbatore,71.98(78.74)
20/06/2015,Tea Serve,56.72(59.46)
13/06/2015,Kolkata,153.25(166.56)
13/06/2015,Guwahati,150.97(171.58)
13/06/2015,Siliguri,130.51(151.22)
13/06/2015,Jalpaiguri,NS(NS)
13/06/2015,mjunction,
13/06/2015,Cochin,87.56(92.13)
13/06/2015,Coonoor,63.10(75.26)
13/06/2015,Coimbatore,69.07(82.77)
13/06/2015,Tea Serve,52.76(58.71)
06/06/2015,Kolkata,153.48(162.49)
06/06/2015,Guwahati,149.26(163.45)
06/06/2015,Siliguri,133.00(143.90)
06/06/2015,Jalpaiguri,NS(NS)
06/06/2015,mjunction,
06/06/2015,Cochin,88.88(94.48)
06/06/2015,Coonoor,62.74(76.43)
06/06/2015,Coimbatore,70.48(85.56)
06/06/2015,Tea Serve,52.14(60.00)
30/05/2015,Kolkata,157.29(160.14)
30/05/2015,Guwahati,143.73(163.76)
30/05/2015,Siliguri,135.62(137.38)
30/05/2015,Jalpaiguri,NS(NS)
30/05/2015,mjunction,
30/05/2015,Cochin,91.02(99.06)
30/05/2015,Coonoor,61.78(78.29)
30/05/2015,Coimbatore,69.99(86.53)
30/05/2015,Tea Serve,55.11(61.77)
23/05/2015,Kolkata,145.07(161.60)
23/05/2015,Guwahati,145.40(160.93)
23/05/2015,Siliguri,136.30(140.85)
23/05/2015,Jalpaiguri,NS(NS)
23/05/2015,mjunction,
23/05/2015,Cochin,91.01(103.20)
23/05/2015,Coonoor,64.89(80.89)
23/05/2015,Coimbatore,70.93(88.36)
23/05/2015,Tea Serve,55.83(61.53)
16/05/2015,Kolkata,153.55(164.01)
16/05/2015,Guwahati,143.06(158.48)
16/05/2015,Siliguri,129.71(138.38)
16/05/2015,Jalpaiguri,NS(NS)
16/05/2015,mjunction,
16/05/2015,Cochin,90.86(107.17)
16/05/2015,Coonoor,68.19(79.62)
16/05/2015,Coimbatore,73.59(91.43)
16/05/2015,Tea Serve,56.37(62.40)
09/05/2015,Kolkata,148.11(161.06)
09/05/2015,Guwahati,148.38(165.04)
09/05/2015,Siliguri,130.77(140.12)
09/05/2015,Jalpaiguri,NS(NS)
09/05/2015,mjunction,
09/05/2015,Cochin,92.88(108.17)
09/05/2015,Coonoor,71.37(82.38)
09/05/2015,Coimbatore,78.31(92.06)
09/05/2015,Tea Serve,57.96(63.31)
02/05/2015,Kolkata,154.19(167.02)
02/05/2015,Guwahati,147.73(166.38)
02/05/2015,Siliguri,133.22(146.69)
02/05/2015,Jalpaiguri,NS(NS)
02/05/2015,mjunction,
02/05/2015,Cochin,94.76(111.32)
02/05/2015,Coonoor,73.41(80.67)
02/05/2015,Coimbatore,77.54(88.58)
02/05/2015,Tea Serve,55.19(60.93)
25/04/2015,Kolkata,164.50(167.68)
25/04/2015,Guwahati,120.68(159.54)
25/04/2015,Siliguri,139.30(145.80)
25/04/2015,Jalpaiguri,NS(NS)
25/04/2015,mjunction,
25/04/2015,Cochin,97.71(107.64)
25/04/2015,Coonoor,75.44(77.30)
25/04/2015,Coimbatore,78.49(85.30)
25/04/2015,Tea Serve,55.87(65.11)
18/04/2015,Kolkata,110.39(133.67)
18/04/2015,Guwahati,156.83(140.78)
18/04/2015,Siliguri,140.50(150.21)
18/04/2015,Jalpaiguri,NS(NS)
18/04/2015,mjunction,
18/04/2015,Cochin,100.84(NS)
18/04/2015,Coonoor,77.26(72.27)
18/04/2015,Coimbatore,77.49(81.85)
18/04/2015,Tea Serve,59.21(66.56)
11/04/2015,Kolkata,108.09(162.95)
11/04/2015,Guwahati,138.15(164.36)
11/04/2015,Siliguri,137.20(149.73)
11/04/2015,Jalpaiguri,NS(NS)
11/04/2015,mjunction,
11/04/2015,Cochin,100.11(108.60)
11/04/2015,Coonoor,76.49(72.68)
11/04/2015,Coimbatore,79.21(82.75)
11/04/2015,Tea Serve,60.17(65.13)
04/04/2015,Kolkata,NS(113.96)
04/04/2015,Guwahati,91.70(131.47)
04/04/2015,Siliguri,122.70(148.92)
04/04/2015,Jalpaiguri,NS(NS)
04/04/2015,mjunction,
04/04/2015,Cochin,NS(109.34)
04/04/2015,Coonoor,77.58(72.24)
04/04/2015,Coimbatore,80.03(82.89)
04/04/2015,Tea Serve,61.85(64.64)
28/03/2015,Kolkata,84.97(102.38)
28/03/2015,Guwahati,NS(91.43)
28/03/2015,Siliguri,125.35(95.63)
28/03/2015,Jalpaiguri,NS(NS)
28/03/2015,mjunction,
28/03/2015,Cochin,97.94(109.19)
28/03/2015,Coonoor,78.30(73.59)
28/03/2015,Coimbatore,80.36(84.07)
28/03/2015,Tea Serve,59.12(67.56)
21/03/2015,Kolkata,NS(NS)
21/03/2015,Guwahati,NS(NS)
21/03/2015,Siliguri,78.45 (NS)
21/03/2015,Jalpaiguri,NS(NS)
21/03/2015,mjunction,
21/03/2015,Cochin,94.63(107.35)
21/03/2015,Coonoor,78.68(76.32)
21/03/2015,Coimbatore,79.40(83.51)
21/03/2015,Tea Serve,65.30(70.72)
14/03/2015,Kolkata,91.99 (NS)
14/03/2015,Guwahati,104.98 (NS)
14/03/2015,Siliguri,77.08 (NS)
14/03/2015,Jalpaiguri,NS(NS)
14/03/2015,mjunction,
14/03/2015,Cochin,95.85 (106.92)
14/03/2015,Coonoor,77.67 (80.85)
14/03/2015,Coimbatore,79.32 (85.76)
14/03/2015,Tea Serve,66.16 (70.64)
07/03/2015,Kolkata,86.73(109.66)
07/03/2015,Guwahati,100.93(109.59)
07/03/2015,Siliguri,NS(95.07)
07/03/2015,Jalpaiguri,NS(NS)
07/03/2015,mjunction,
07/03/2015,Cochin,95.77(107.63)
07/03/2015,Coonoor,79.32(82.25)
07/03/2015,Coimbatore,80.54(82.79)
07/03/2015,Tea Serve,65.12(75.49)
28/02/2015,Kolkata,96.04(NS)
28/02/2015,Guwahati,104.08(NS)
28/02/2015,Siliguri,82.23(NS)
28/02/2015,Jalpaiguri,NS(NS)
28/02/2015,mjunction,
28/02/2015,Cochin,98.60(108.24)
28/02/2015,Coonoor,78.55(82.84)
28/02/2015,Coimbatore,80.90(91.12)
28/02/2015,Tea Serve,63.62(74.76)
21/02/2015,Kolkata,110.66(114.99)
21/02/2015,Guwahati,102.71(115.12)
21/02/2015,Siliguri,88.67(95.60)
21/02/2015,Jalpaiguri,NS(NS)
21/02/2015,mjunction,
21/02/2015,Cochin,99.69(111.42)
21/02/2015,Coonoor,78.97(83.28)
21/02/2015,Coimbatore,80.03(91.78)
21/02/2015,Tea Serve,63.18(71.98)
14/02/2015,Kolkata,121.37(116.41)
14/02/2015,Guwahati,101.16(110.58)
14/02/2015,Siliguri,97.64(98.58)
14/02/2015,Jalpaiguri,NS(NS)
14/02/2015,mjunction,
14/02/2015,Cochin,99.95(111.91)
14/02/2015,Coonoor,78.95(85.79)
14/02/2015,Coimbatore,80.87(89.69)
14/02/2015,Tea Serve,60.67(73.82)
07/02/2015,Kolkata,123.81(119.04)
07/02/2015,Guwahati,100.35(105.08)
07/02/2015,Siliguri,102.42(105.34)
07/02/2015,Jalpaiguri,NS(NS)
07/02/2015,mjunction,
07/02/2015,Cochin,96.13(109.64)
07/02/2015,Coonoor,80.16(84.79)
07/02/2015,Coimbatore,81.69(90.46)
07/02/2015,Tea Serve,58.71(74.49)
31/01/2015,Kolkata,131.11(120.33)
31/01/2015,Guwahati,105.44(107.47)
31/01/2015,Siliguri,111.55(106.67)
31/01/2015,Jalpaiguri,NS(NS)
31/01/2015,mjunction,
31/01/2015,Cochin,96.43(109.07)
31/01/2015,Coonoor,78.93(84.47)
31/01/2015,Coimbatore,81.06(92.61)
31/01/2015,Tea Serve,56.67(74.80)
24/01/2015,Kolkata,135.29(125.62)
24/01/2015,Guwahati,108.54(107.83)
24/01/2015,Siliguri,119.21(110.77)
24/01/2015,Jalpaiguri,NS(NS)
24/01/2015,mjunction,
24/01/2015,Cochin,94.95(106.80)
24/01/2015,Coonoor,78.38(82.79)
24/01/2015,Coimbatore,80.16(90.20)
24/01/2015,Tea Serve,56.12(79.43)
17/01/2015,Kolkata,143.80(129.64)
17/01/2015,Guwahati,122.39(107.87)
17/01/2015,Siliguri,123.11(113.71)
17/01/2015,Jalpaiguri,NS(NS)
17/01/2015,mjunction,
17/01/2015,Cochin,97.20(112.07)
17/01/2015,Coonoor,77.25(82.15)
17/01/2015,Coimbatore,78.72(88.96)
17/01/2015,Tea Serve,52.94(82.59)
10/01/2015,Kolkata,144.55(136.13)
10/01/2015,Guwahati,113.50(113.20)
10/01/2015,Siliguri,122.51(118.12)
10/01/2015,Jalpaiguri,NS(NS)
10/01/2015,mjunction,
10/01/2015,Cochin,96.74(110.29)
10/01/2015,Coonoor,72.14(78.45)
10/01/2015,Coimbatore,78.43(84.12)
10/01/2015,Tea Serve,51.03(73.58)
03/01/2015,Kolkata,147.87(145.31)
03/01/2015,Guwahati,119.08(116.88)
03/01/2015,Siliguri,121.55(122.44)
03/01/2015,Jalpaiguri,NS(NS)
03/01/2015,mjunction,
03/01/2015,Cochin,99.48(100.85)
03/01/2015,Coonoor,71.27(76.76)
03/01/2015,Coimbatore,76.15(82.52)
03/01/2015,Tea Serve,50.09(69.68)
26/12/2015,Kolkata,160.32(155.77)
26/12/2015,Guwahati,135.32(126.11)
26/12/2015,Siliguri,128.56(123.58)
26/12/2015,Jalpaiguri,NS(NS)
26/12/2015,mjunction,
26/12/2015,Cochin,NS(NS)
26/12/2015,Coonoor,84.70(NS)
26/12/2015,Coimbatore,NS(NS)
26/12/2015,Tea Serve,72.91(NS)
19/12/2015,Kolkata,164.17(163.76)
19/12/2015,Guwahati,134.52(125.91)
19/12/2015,Siliguri,125.55(120.92)
19/12/2015,Jalpaiguri,NS(NS)
19/12/2015,mjunction,
19/12/2015,Cochin,111.67(102.49)
19/12/2015,Coonoor,83.82(69.38)
19/12/2015,Coimbatore,86.82(74.70)
19/12/2015,Tea Serve,68.79(49.74)
12/12/2015,Kolkata,163.93(164.96)
12/12/2015,Guwahati,133.65(133.03)
12/12/2015,Siliguri,120.70(120.28)
12/12/2015,Jalpaiguri,NS(NS)
12/12/2015,mjunction,
12/12/2015,Cochin,109.58(98.72)
12/12/2015,Coonoor,82.55(66.33)
12/12/2015,Coimbatore,83.93(75.10)
12/12/2015,Tea Serve,66.30(49.87)
05/12/2015,Kolkata,164.14(169.09)
05/12/2015,Guwahati,137.19(133.88)
05/12/2015,Siliguri,125.47(120.98)
05/12/2015,Jalpaiguri,NS(NS)
05/12/2015,mjunction,
05/12/2015,Cochin,108.43(94.38)
05/12/2015,Coonoor,80.35(64.72)
05/12/2015,Coimbatore,81.15(75.15)
05/12/2015,Tea Serve,63.58(50.13)
28/11/2015,Kolkata,166.82(167.24)
28/11/2015,Guwahati,145.05(135.17)
28/11/2015,Siliguri,132.17(122.26)
28/11/2015,Jalpaiguri,NS(NS)
28/11/2015,mjunction,
28/11/2015,Cochin,108.56(93.29)
28/11/2015,Coonoor,77.30(63.33)
28/11/2015,Coimbatore,80.70(73.44)
28/11/2015,Tea Serve,64.66(49.15)
21/11/2015,Kolkata,163.09(170.68)
21/11/2015,Guwahati,142.01(135.26)
21/11/2015,Siliguri,125.17(128.12)
21/11/2015,Jalpaiguri,NS(NS)
21/11/2015,mjunction,
21/11/2015,Cochin,99.34(89.78)
21/11/2015,Coonoor,74.63(61.96)
21/11/2015,Coimbatore,79.82(73.11)
21/11/2015,Tea Serve,63.63(49.34)
14/11/2015,Kolkata,166.10(166.21)
14/11/2015,Guwahati,147.77(140.02)
14/11/2015,Siliguri,NS(128.50)
14/11/2015,Jalpaiguri,NS(NS)
14/11/2015,mjunction,
14/11/2015,Cochin,98.62(90.37)
14/11/2015,Coonoor,NS(61.37)
14/11/2015,Coimbatore,NS(72.73)
14/11/2015,Tea Serve,60.78(49.50)
07/11/2015,Kolkata,162.96(160.72)
07/11/2015,Guwahati,141.44(137.12)
07/11/2015,Siliguri,121.91(123.03)
07/11/2015,Jalpaiguri,NS(86.90)
07/11/2015,mjunction,
07/11/2015,Cochin,99.32(92.84)
07/11/2015,Coonoor,74.06(63.31)
07/11/2015,Coimbatore,79.33(74.44)
07/11/2015,Tea Serve,57.50(48.79)
31/10/2015,Kolkata,162.19(157.87)
31/10/2015,Guwahati,140.67(136.53)
31/10/2015,Siliguri,120.13(126.00)
31/10/2015,Jalpaiguri,NS(99.34)
31/10/2015,mjunction,
31/10/2015,Cochin,104.49(93.87)
31/10/2015,Coonoor,73.77(63.81)
31/10/2015,Coimbatore,81.39(74.67)
31/10/2015,Tea Serve,56.38(50.72)
24/10/2015,Kolkata,NS(160.08)
24/10/2015,Guwahati,NS(136.61)
24/10/2015,Siliguri,NS(119.78)
24/10/2015,Jalpaiguri,NS(NS)
24/10/2015,mjunction,
24/10/2015,Cochin,108.64(98.38)
24/10/2015,Coonoor,74.76(65.71)
24/10/2015,Coimbatore,78.08(NS)
24/10/2015,Tea Serve,54.59(49.29)
17/10/2015,Kolkata,166.09(158.94)
17/10/2015,Guwahati,141.19(136.21)
17/10/2015,Siliguri,115.19(119.85)
17/10/2015,Jalpaiguri,(NS)
17/10/2015,mjunction,
17/10/2015,Cochin,107.84(102.26)
17/10/2015,Coonoor,74.18(70.74)
17/10/2015,Coimbatore,81.16(80.14)
17/10/2015,Tea Serve,51.72(50.23)
10/10/2015,Kolkata,170.22(157.68)
10/10/2015,Guwahati,141.69(135.47)
10/10/2015,Siliguri,112.72(121.34)
10/10/2015,Jalpaiguri,NS(NS)
10/10/2015,mjunction,
10/10/2015,Cochin,104.10(103.32)
10/10/2015,Coonoor,71.04(73.56)
10/10/2015,Coimbatore,75.51(79.17)
10/10/2015,Tea Serve,54.91(50.87)
03/10/2015,Kolkata,161.98(NS)
03/10/2015,Guwahati,145.55(NS)
03/10/2015,Siliguri,110.88(NS)
03/10/2015,Jalpaiguri,NS(NS)
03/10/2015,mjunction,
03/10/2015,Cochin,104.21(102.62)
03/10/2015,Coonoor,69.71(76.39)
03/10/2015,Coimbatore,76.08(83.68)
03/10/2015,Tea Serve,56.15(52.21)
26/09/2015,Kolkata,166.49(156.25)
26/09/2015,Guwahati,146.99(137.65)
26/09/2015,Siliguri,115.23(122.03)
26/09/2015,Jalpaiguri,NS(106.27)
26/09/2015,mjunction,
26/09/2015,Cochin,102.68(102.41)
26/09/2015,Coonoor,69.71(77.00)
26/09/2015,Coimbatore,72.51(77.65)
26/09/2015,Tea Serve,55.13(51.51)
19/09/2015,Kolkata,171.09(161.86)
19/09/2015,Guwahati,144.87(135.79)
19/09/2015,Siliguri,116.21(124.20)
19/09/2015,Jalpaiguri,NS(93.14)
19/09/2015,mjunction,
19/09/2015,Cochin,99.05(99.88)
19/09/2015,Coonoor,68.21(75.29)
19/09/2015,Coimbatore,72.66(76.07)
19/09/2015,Tea Serve,50.24(48.98)
12/09/2015,Kolkata,173.65(157.53)
12/09/2015,Guwahati,144.82(141.95)
12/09/2015,Siliguri,118.19(123.96)
12/09/2015,Jalpaiguri,86.03(106.60)
12/09/2015,mjunction,
12/09/2015,Cochin,95.97(NS)
12/09/2015,Coonoor,67.28(71.07)
12/09/2015,Coimbatore,69.90(71.65)
12/09/2015,Tea Serve,54.33(48.21)
05/09/2015,Kolkata,175.42(161.33)
05/09/2015,Guwahati,150.88(140.90)
05/09/2015,Siliguri,120.68(123.22)
05/09/2015,Jalpaiguri,103.44(NS)
05/09/2015,mjunction,
05/09/2015,Cochin,96.78(98.32)
05/09/2015,Coonoor,66.51(67.32)
05/09/2015,Coimbatore,72.36(71.59)
05/09/2015,Tea Serve,54.72(49.11)
29/08/2015,Kolkata,180.25(165.44)
29/08/2015,Guwahati,153.40(145.57)
29/08/2015,Siliguri,119.17(121.53)
29/08/2015,Jalpaiguri,90.28(92.99)
29/08/2015,mjunction,
29/08/2015,Cochin,NS(95.46)
29/08/2015,Coonoor,65.73(63.70)
29/08/2015,Coimbatore,71.53(68.26)
29/08/2015,Tea Serve,52.17(52.42)
22/08/2015,Kolkata,184.63(168.47)
22/08/2015,Guwahati,152.88(147.00)
22/08/2015,Siliguri,120.75(124.24)
22/08/2015,Jalpaiguri,100.84(102.39)
22/08/2015,mjunction,
22/08/2015,Cochin,96.46(94.90)
22/08/2015,Coonoor,65.91(63.30)
22/08/2015,Coimbatore,71.65(70.64)
22/08/2015,Tea Serve,54.57(50.19)
15/08/2015,Kolkata,180.80(173.18)
15/08/2015,Guwahati,152.82(151.07)
15/08/2015,Siliguri,123.27(127.60)
15/08/2015,Jalpaiguri,100.64(103.25)
15/08/2015,mjunction,
15/08/2015,Cochin,94.83(96.37)
15/08/2015,Coonoor,65.42(63.21)
15/08/2015,Coimbatore,70.98(69.57)
15/08/2015,Tea Serve,58.30(50.73)
08/08/2015,Kolkata,179.62(177.98)
08/08/2015,Guwahati,152.66(152.87)
08/08/2015,Siliguri,127.01(129.44)
08/08/2015,Jalpaiguri,NS(105.93)
08/08/2015,mjunction,
08/08/2015,Cochin,90.74(94.01)
08/08/2015,Coonoor,65.86(64.36)
08/08/2015,Coimbatore,70.51(69.82)
08/08/2015,Tea Serve,56.71(53.22)
01/08/2015,Kolkata,185.04(182.03)
01/08/2015,Guwahati,153.82(158.66)
